1	0	-0.026447	-0.017961	-0.019715	-0.0042711	0.001584	0.0040448	0.011823	0.0083724	0.01567	0.0024608	0.0078067	0.001386	-0.019998	-0.019489	-0.0098715	-0.030378	-0.019489	-0.014171	-0.001188	-0.0059682	-0.0076087	0.006845	0.020563	0.009023
2	0.00025	-0.029049	-0.015953	-0.02062	-0.0032528	0.00098998	0.0048651	0.010296	0.0078916	0.013888	0.0031962	0.0045539	0.0092493	-0.022289	-0.022883	-0.014567	-0.027946	-0.019375	-0.013181	-0.0031397	-0.0026022	-0.011201	0.0071844	0.022487	0.010777
3	0.0005	-0.027804	-0.013605	-0.019404	-0.0030265	0.0011314	0.0037336	0.012191	0.0097018	0.010833	0.006251	0.0022628	0.011569	-0.022854	-0.025683	-0.013322	-0.025994	-0.019064	-0.012106	-0.0031679	-0.0012163	-0.008627	0.0041579	0.023703	0.0087684
4	0.00075	-0.026164	-0.014482	-0.018838	-0.0044973	0.001782	0.00070713	0.012361	0.012361	0.012841	0.0073542	0.0035922	0.013747	-0.019884	-0.02837	-0.011456	-0.024495	-0.021468	-0.012247	-0.0052045	0.0024325	-0.0085704	-0.00016971	0.025881	0.0098433
5	0.001	-0.027437	-0.01352	-0.01782	-0.0064207	0.0042711	0.0049782	0.0087118	0.014284	0.013549	0.0095038	0.0026022	0.015274	-0.017707	-0.027295	-0.017367	-0.019432	-0.021808	-0.01106	-0.0071279	0.0040731	-0.009815	-0.00098998	0.027126	0.014765
6	0.00125	-0.025994	-0.013633	-0.014963	-0.0095604	0.0034225	0.0035922	0.0077219	0.013096	0.012134	0.013322	0.0044408	0.0127	-0.017339	-0.031312	-0.015953	-0.018244	-0.018131	-0.0074107	-0.0065905	0.0071562	-0.0059399	-0.0029417	0.024552	0.017141
7	0.0015	-0.022628	-0.016745	-0.013662	-0.010211	0.00062227	0.0038185	0.006449	0.013775	0.012445	0.013209	0.0028851	0.01287	-0.012955	-0.037336	-0.016349	-0.014906	-0.019602	-0.0088533	-0.007637	0.008825	-0.0070713	-0.0034508	0.022883	0.017452
8	0.00175	-0.021695	-0.019941	-0.011767	-0.0085704	0.0009617	0.007637	0.0024042	0.016915	0.012389	0.01287	0.0020083	0.01106	-0.006449	-0.035922	-0.022034	-0.011738	-0.018781	-0.0075239	-0.0090796	0.0073542	-0.0075521	-0.0047236	0.021355	0.020422
9	0.002	-0.01765	-0.020592	-0.01171	-0.010805	0.00053742	0.0066187	0.0012728	0.015274	0.014001	0.013605	0.0053176	0.0081179	-0.0078067	-0.036658	-0.021553	-0.012672	-0.017169	-0.0070713	-0.0054025	0.0071562	-0.0058268	-0.0075239	0.017735	0.02226
10	0.00225	-0.01287	-0.021412	-0.012332	-0.010098	0.0010183	0.0083159	0.00070713	0.013718	0.015217	0.0084007	0.0028285	0.0042711	-0.0041014	-0.039826	-0.018527	-0.011795	-0.015189	-0.011456	-0.0051479	0.007439	-0.0057136	-0.0066753	0.014284	0.02475
