1	0	-0.012247	-0.0016971	0.0057419	0.007835	0.0036488	-0.0056005	-0.0039599	-0.0019517	-0.0045256	-0.0014425	0.0049499	0.016377	0.027097	0.026843	0.0052893	-0.0024608	-0.0068167	-0.0069016	-0.00033942	-0.011654	-0.01468	-0.0028851	-0.0059965	-0.49782
2	0.00025	-0.012813	-0.0036488	0.0010183	0.0052045	0.0013577	-0.0069582	-0.0048085	-0.001188	-0.00079199	-0.0022062	0.0032811	0.016915	0.026447	0.026164	0.0054873	-0.0020365	-0.0026588	-0.0065905	0.00045256	-0.015104	-0.011936	-0.0053459	-0.006449	-0.79872
3	0.0005	-0.011993	-0.0040731	0.0030831	0.0051196	0.00084856	-0.0056288	-0.0039599	-0.0013011	-0.0014425	-0.0035639	0.0050913	0.015274	0.024778	0.026136	0.0069864	0.0010748	-0.0029134	-0.0033094	-0.00022628	-0.012757	-0.014086	-0.0024042	-0.0023477	-0.46546
4	0.00075	-0.013973	-0.0041862	0.0011597	0.0041296	-0.00053742	-0.0063925	-0.0047802	-0.0010748	-0.0016688	-0.000198	0.0054873	0.018244	0.024891	0.026588	0.0077784	0.00079199	-0.0040448	-0.0031962	0.0009617	-0.011625	-0.010409	-0.0020083	0.00053742	0.056174
5	0.001	-0.017169	-0.0064207	-0.0005657	-0.00016971	5.657e-05	-0.0075804	-0.0063925	-0.0020365	0.00059399	-0.0007637	0.0031962	0.018781	0.021949	0.02277	0.005459	-0.0012445	0.0010466	-0.0029699	0.0020648	-0.011795	-0.0085704	-0.0012445	0.00073542	0.22144
6	0.00125	-0.01748	-0.008033	-0.0026871	-0.00022628	-0.0024608	-0.0061945	-0.0061945	-0.0022345	0.0009617	-0.0013294	0.0027154	0.015444	0.021186	0.023477	0.006251	0.0017254	-5.657e-05	-0.0021497	0.0024325	-0.010296	-0.0083441	0.0028568	0.0031679	0.11011
7	0.0015	-0.017028	-0.0088816	-0.0061096	-0.0020083	-0.0019517	-0.0091927	-0.0068167	-0.0013577	0.00084856	0.0009617	0.0028568	0.017424	0.021582	0.023844	0.0088816	0.0030831	-0.00198	-0.0020648	0.0026588	-0.01253	-0.0067036	0.00079199	0.0052045	-0.013888
8	0.00175	-0.016519	-0.011003	-0.0033094	-0.0046388	-0.0009617	-0.009221	-0.0076087	-0.002178	-0.00062227	0.0014708	0.0043276	0.017452	0.020365	0.018555	0.0059965	0.00028285	0.0015557	0.0012163	0.0049216	-0.010098	-0.0039316	0.0049216	0.0077501	-0.01881
9	0.002	-0.018329	-0.0093624	-0.0053742	-0.0042428	-0.0056288	-0.0085421	-0.0077501	-0.0016405	0.0030548	0.002178	0.0023194	0.016773	0.020196	0.018866	0.0071844	0.00079199	0.00198	0.0016123	0.0054873	-0.010664	-0.0028002	0.0064773	0.0085704	0.065989
10	0.00225	-0.019008	-0.009815	-0.0081744	-0.0055156	-0.0076653	-0.011286	-0.0075521	-0.0020365	0.0037336	0.002574	0.0019234	0.0155	0.017169	0.017905	0.0074673	0.0020083	0.0012728	0.0014425	0.0051479	-0.011314	-0.0046105	0.0055156	0.011767	0.17738
11	0.0025	-0.017876	-0.01287	-0.006449	-0.007439	-0.0062793	-0.010862	-0.007439	-0.0027154	0.00045256	0.00031114	0.0039882	0.01352	0.01649	0.014058	0.006449	0.0016688	0.0028285	0.0028285	0.0041862	-0.0093058	-0.0011031	0.009419	-0.029813	0.33133
12	0.00275	-0.017707	-0.012389	-0.0091361	-0.0073824	-0.0065905	-0.0099564	-0.0080047	-0.0028285	0.0044125	0.0026588	0.00079199	0.017509	0.016519	0.014086	0.0065056	0.00067884	0.0035639	0.0025457	0.0060247	-0.0092493	0.00079199	0.0080047	-0.18385	0.55139
13	0.003	-0.017452	-0.011936	-0.009419	-0.0089381	-0.0081461	-0.011851	-0.0074673	-0.0030265	0.0022345	0.0032528	-5.657e-05	0.014793	0.013577	0.011371	0.0039599	0.00033942	0.0038751	0.0035074	0.0092775	-0.0077219	0.0026022	0.011484	-0.34197	0.67924
14	0.00325	-0.018725	-0.013068	-0.008825	-0.011625	-0.0097301	-0.014341	-0.0067602	-0.0030265	0.0007637	0.0012163	0.0029699	0.010183	0.01352	0.0090513	0.0037902	0.0020648	0.0042711	0.0033942	0.0054308	-0.0091644	0.0042994	0.015189	-0.3276	0.48823
15	0.0035	-0.017933	-0.014878	-0.010352	-0.011258	-0.012559	-0.012417	-0.0073824	-0.002178	0.0038185	0.0030548	0.0044408	0.014312	0.014312	0.0078916	0.0033377	0.0011597	0.0042145	0.0013577	0.0060813	-0.01089	0.0020365	0.012219	-0.13489	-0.16459
16	0.00375	-0.018018	-0.016292	-0.011738	-0.011484	-0.010777	-0.012361	-0.0079199	-0.0020083	0.00098998	0.0022911	0.0038751	0.012672	0.01287	0.0044691	0.0022345	0.00087684	0.0048368	0.00050913	0.0068167	-0.010579	0.0031962	0.015076	0.047236	-1.1458
17	0.004	-0.018499	-0.01468	-0.012049	-0.013831	-0.01089	-0.013322	-0.0076653	-0.0026022	0.0026871	0.0029982	0.0036488	0.010239	0.010494	0.0034225	0.00022628	0.0024608	0.0042428	0.0028002	0.0050065	-0.009023	0.0034508	0.01765	0.083385	-1.9535
18	0.00425	-0.017707	-0.014199	-0.012955	-0.013464	-0.015076	-0.012191	-0.0080896	0	0.0031114	0.0042428	0.0058268	0.012106	0.0095887	0.0024325	-0.00036771	0.0021497	0.006449	0.001782	0.007043	-0.0089664	0.0064773	0.015529	0.057532	-2.3992
19	0.0045	-0.018414	-0.016632	-0.015133	-0.013039	-0.013718	-0.013831	-0.0098998	0.00084856	0.0009617	0.0043276	0.0061662	0.011342	0.010748	0.00073542	0.00084856	0.0020931	0.0070147	-0.00065056	0.005855	-0.011371	0.0069016	0.017678	0.048537	-2.7424
20	0.00475	-0.016858	-0.017395	-0.01253	-0.013888	-0.014821	-0.012813	-0.0087684	5.657e-05	0.0033942	0.0046953	0.0055156	0.010211	0.010918	0.0005657	-0.0035074	0.0042711	0.0042145	0.00022628	0.007637	-0.0095887	0.0035639	0.020196	0.072665	-3.0978
21	0.005	-0.019206	-0.016151	-0.014454	-0.014312	-0.015953	-0.012672	-0.009419	0.00022628	0.002376	0.0044125	0.0069864	0.0084007	0.0077501	-0.0016688	-0.0045256	0.0067884	0.007043	-0.00062227	0.0066187	-0.010409	0.0070996	0.021299	0.13806	-3.4927
22	0.00525	-0.020931	-0.014029	-0.018131	-0.015274	-0.015585	-0.015048	-0.012728	-8.4856e-05	0.00098998	0.006053	0.0050348	0.0089947	0.0066187	-0.0044408	-0.0032811	0.0054873	0.008033	-0.00039599	0.0057985	-0.01089	0.0055156	0.0029134	0.22464	-4.2138
23	0.0055	-0.017876	-0.014793	-0.017028	-0.016915	-0.018046	-0.014652	-0.0092493	0.0014143	0.0042711	0.0059399	0.0045256	0.011512	0.009221	-0.0031679	-0.0055439	0.007043	0.0075804	-0.00048085	0.0085704	-0.0089098	0.0022628	-0.069497	0.31631	-5.6492
