1	0	-0.023335	0.0018385	0	0.002376	-0.0042994	0.0032811	0.017763	-0.0033094	-0.0030265	0.027606	-0.0017254	-0.0020083	0.01188	-0.0010183	-0.00079199	0.012983	0.0018668	-0.00065056	-0.0013577	-0.0044408	-0.0019234	-0.012559	0.19446	-0.00198
2	0.00025	-0.018583	0.0037619	-0.0027437	0.0034508	-0.002574	0.00067884	0.016207	-0.0057419	-0.0044125	0.02673	-0.0034791	-0.00067884	0.012615	-0.0016971	0.000198	0.015415	0.0040448	-0.0032245	-0.0025174	-0.0016405	-0.0023477	-0.0048933	0.19016	-0.0044973
3	0.0005	-0.012304	5.657e-05	-0.0026588	0.0053742	-0.0020648	0.0011314	0.01369	-0.0031114	-0.0051196	0.026418	-0.00084856	-0.0033377	0.011654	-0.0024891	0.00048085	0.014737	0.0043276	-0.00070713	-0.0042994	-0.0033094	-0.002574	-0.005261	0.18207	-0.00050913
4	0.00075	-0.0068733	0.0018951	0.0014143	0.0099281	-0.0036488	0.002376	0.0087401	-0.0032245	-0.0041296	0.028625	-0.0016123	-0.0026022	0.011512	-0.00090513	0.0012445	0.017113	0.0026305	-0.002178	-0.0041296	-0.0034508	-0.0037054	-0.0055156	0.17514	-0.0037054
5	0.001	-0.00198	0.0022345	-0.0023194	0.01369	-0.002376	0.002376	0.0089381	-0.0053742	-0.0035074	0.025711	-0.0046388	-0.0016123	0.012106	-0.00098998	0.0014143	0.017028	0.0050631	-0.0030831	-0.0037902	-0.0013577	-0.0016123	-0.0011314	0.1668	-0.0033094
6	0.00125	0.0009617	0.00059399	-0.0018385	0.013464	-0.0018668	0.001782	0.010579	-0.0029134	-0.0052045	0.025372	-0.0010183	-0.0024608	0.013775	-0.0013294	0.00079199	0.014567	0.0037054	-0.00082027	-0.0035357	-0.0037902	-0.0016123	-0.0035922	0.15712	-0.0013577
7	0.0015	0.0046105	0.0029417	0.00079199	0.013435	-0.0026305	2.8285e-05	0.012276	-0.0042994	-0.0046388	0.027295	-0.00022628	-0.0033377	0.016688	-0.00033942	0.00073542	0.015642	0.0035074	-0.0015274	-0.0018385	-0.0022628	-0.0017254	-0.0045822	0.15019	-0.0044973
8	0.00175	-0.001782	-0.00022628	-0.001584	0.01468	-0.0045822	0.0019234	0.015444	-0.0044973	-0.0035639	0.026051	-0.0029134	-0.0042145	0.017056	-0.001584	0.0009617	0.014737	0.0048085	-0.0024325	0.0014143	-0.0011314	-0.0020365	-0.0048933	0.14123	-0.0020083
9	0.002	0.0089381	0.0014143	-0.00014143	0.01649	-0.0028285	0.00084856	0.013803	-0.0043559	-0.0045539	0.025428	-0.0010466	-0.0018103	0.019064	-0.0020931	0.0015557	0.015698	0.0020931	-0.0033377	0.0035922	-0.0038751	-0.0037336	-0.0097301	0.13042	-0.0013577
10	0.00225	0.0091644	0.0027154	-0.00022628	0.019121	-0.0021497	0.00014143	0.009815	-0.005261	-0.0034791	0.023873	-0.0018103	-0.0034225	0.020846	-0.0024608	0.001188	0.013831	0.0040448	-0.0020083	0.0044691	-0.002574	-0.00198	-0.0089947	0.11583	-0.0038468
11	0.0025	0.015868	-0.0011314	-0.0023477	0.02359	-0.0047519	0.0011597	0.0080613	-0.0039316	-0.0034791	0.020252	-0.0020083	-0.0046388	0.019658	0.00016971	-2.8285e-05	0.010296	0.0052045	-0.0011031	0.0067602	-0.0022062	0.00093341	-0.0085704	0.10398	-0.0016688
12	0.00275	0.03035	0.0031962	-0.0010748	0.027465	-0.0028002	0.00031114	0.0065622	-0.0049782	-0.0044973	0.018668	-0.0017254	-0.0030265	0.021044	-0.00014143	0.0009617	0.01188	0.0032245	-0.0020931	0.011682	-0.0034791	-0.0026305	-0.011965	0.096396	-0.0022628
13	0.003	0.029671	0.0028851	0	0.024382	-0.0020648	0.001188	0.0044408	-0.0050913	-0.0041296	0.021355	-0.0016971	-0.0036205	0.021186	-0.0025457	0.0015274	0.011201	0.0038751	-0.0022345	0.011427	-0.0022628	-0.0041014	-0.0095321	0.081857	-0.0037336
